event,time,tWick15,body15,bWick15,tWick14,body14,bWick14,tWick13,body13,bWick13,tWick12,body12,bWick12,tWick11,body11,bWick11,tWick10,body10,bWick10,tWick9,body9,bWick9,tWick8,body8,bWick8,tWick7,body7,bWick7,tWick6,body6,bWick6,tWick5,body5,bWick5,tWick4,body4,bWick4,tWick3,body3,bWick3,tWick2,body2,bWick2,tWick1,body1,bWick1,target,targetSimple,target1,target2
Fed's Beige Book,2013.09.04 21:00,2,0,0,0,-1,3,4,-2,2,0,4,2,1,3,7,3,0,2,1,0,0,5,6,0,2,1,6,1,-5,0,5,0,0,0,-5,0,0,-7,1,0,4,1,2,0,2,N,N,N,N
ECB Main Refinancing Operations Rate,2013.09.05 14:45,0,-10,49,16,33,6,3,-82,0,28,-21,38,6,25,9,8,-59,6,0,46,5,4,-47,34,4,27,0,7,-27,38,0,-75,25,0,-56,52,8,-38,43,1,-45,16,62,-19,12,3D,D,3D,3D
ECB Press Conference,2013.09.05 15:30,13,27,13,0,78,0,38,10,0,22,-18,6,0,-34,8,5,9,11,3,27,13,8,13,9,26,-10,0,1,-22,10,0,50,0,17,-11,1,2,-8,14,22,31,3,15,4,2,N,N,N,N
Nonfarm Payrolls,2013.09.06 15:30,27,7,0,0,49,18,22,-45,0,2,-10,8,21,-5,0,19,-2,3,0,-38,1,0,57,0,0,-17,1,12,28,2,9,43,0,24,-16,0,8,13,16,5,-30,0,0,-16,6,N,N,N,N
President Obama speech,2013.09.11 04:00,21,15,0,9,-1,6,0,-12,0,4,3,0,1,-13,0,0,-13,1,1,-4,4,1,1,6,0,7,0,2,11,0,1,-1,3,2,-1,0,1,3,0,1,0,1,0,-1,0,N,N,N,N
ECB Monthly Report,2013.09.12 11:00,1,-11,18,5,-7,0,1,10,0,2,14,1,4,-33,4,3,-4,9,0,-18,5,2,2,6,3,11,1,8,-1,3,2,9,0,10,7,1,1,14,0,6,1,2,0,-4,2,N,N,N,N
ECB's President Draghi speech,2013.09.12 14:40,9,15,3,1,21,11,4,12,1,2,7,14,1,2,9,0,-14,7,0,-11,18,1,-17,17,0,23,0,1,12,4,3,2,24,0,-21,7,2,3,1,13,12,0,9,3,8,N,N,N,N
Retail Sales,2013.09.13 15:30,0,-30,0,8,4,12,0,19,0,12,8,3,0,-8,10,5,4,11,2,-21,2,0,-6,18,0,-2,5,3,-20,4,0,-81,30,2,-68,19,13,23,4,0,-22,27,0,-21,18,D,D,D,D
Michigan Consumer Sentiment Index,2013.09.13 16:55,5,32,1,18,10,8,5,1,10,3,8,0,1,31,1,2,1,49,0,-26,3,0,17,6,7,-19,3,1,-68,7,3,38,20,0,2,19,9,0,11,10,-11,2,8,29,3,D,D,D,D
ECB's President Draghi speech,2013.09.16 11:00,2,9,8,0,2,5,2,1,1,4,3,2,0,-20,22,1,8,3,3,-4,4,0,-10,5,0,-10,4,1,-23,7,3,-1,8,8,1,1,0,-7,2,1,-17,1,0,11,2,N,N,N,N
Core Harmonized Index of Consumer Prices,2013.09.16 12:00,0,-13,1,1,-1,5,0,1,4,3,-1,4,4,3,1,2,17,0,0,18,2,0,-2,6,1,0,0,1,-6,4,5,-14,0,1,0,11,0,1,0,1,2,0,2,-1,1,N,N,N,N
ZEW Survey – Economic Sentiment,2013.09.17 12:00,1,11,7,10,-4,0,1,-28,0,4,0,4,10,0,5,2,4,0,0,7,2,3,1,1,0,-10,1,3,7,1,5,2,0,0,-5,6,5,3,0,1,1,9,5,10,0,N,N,N,N
Consumer Price Index,2013.09.17 15:30,4,4,9,1,7,3,0,-9,3,8,7,0,5,3,2,7,7,3,2,18,6,1,23,6,0,-10,9,3,1,11,0,-3,11,2,-15,2,0,7,2,0,-20,1,8,-10,2,N,N,N,N
FOMC Economic Projections,2013.09.18 21:00,12,9,0,6,19,0,2,2,16,0,13,12,31,113,7,43,0,14,7,38,26,2,-58,31,20,-11,0,2,-43,50,2,-18,26,31,14,0,3,24,0,20,7,5,19,-9,3,D,D,D,D
Fed's Monetary Policy Statement and Press Conference,2013.09.18 21:30,2,11,15,8,-25,1,22,-1,9,5,12,2,6,-53,2,0,-21,8,7,77,2,17,-15,7,0,-40,1,5,10,10,8,-2,9,0,9,17,2,3,6,0,-38,10,8,30,8,N,N,N,N
ECB's President Draghi speech,2013.09.23 16:00,2,49,4,0,-52,2,21,0,5,2,-68,0,29,-3,4,15,-84,19,14,-25,12,10,-11,22,6,-34,13,11,-29,7,16,15,10,0,40,0,4,18,3,1,-32,6,0,-5,16,D,D,D,D
Consumer Confidence,2013.09.24 17:00,0,-13,5,1,31,0,14,5,9,2,10,3,15,-9,6,6,-26,0,6,-1,19,2,-10,3,9,4,3,1,-27,7,2,16,4,4,-20,4,4,5,2,3,3,0,9,12,0,N,N,N,N
Durable Goods Orders,2013.09.25 15:30,0,-6,1,3,0,2,0,0,5,0,-7,0,1,-3,6,9,14,15,1,19,0,2,12,0,2,-10,4,6,3,0,6,9,0,1,-20,3,0,-6,4,8,7,3,3,16,0,N,N,N,N
ECB's President Draghi speech,2013.09.27 12:00,5,0,16,2,18,0,0,-27,2,2,2,0,0,-30,0,10,-8,3,3,8,2,6,2,0,1,7,0,2,6,0,1,0,1,0,2,1,2,4,2,3,10,1,3,25,0,N,N,N,N
Consumer Price Index,2013.09.27 15:00,4,0,8,7,5,4,4,14,9,1,7,15,3,4,13,17,-9,1,9,0,0,2,-7,1,4,0,14,16,1,0,1,-12,0,2,4,2,5,21,0,5,28,0,8,13,0,N,N,N,N
Core Harmonized Index of Consumer Prices,2013.09.30 12:00,8,0,1,0,6,0,1,-2,5,4,1,3,4,-12,1,9,-2,3,2,4,4,2,23,0,2,-3,4,2,1,0,2,-3,0,1,1,0,3,4,1,0,-11,0,0,8,0,N,N,N,N
Barack Obama Press Conference,2013.09.30 23:45,0,2,1,2,-3,3,0,0,0,3,2,0,3,1,0,0,5,0,0,0,4,1,0,1,3,-1,2,0,5,5,0,-2,1,2,-3,0,0,3,0,5,-1,0,0,1,6,N,N,N,N
Unemployment Change,2013.10.01 10:55,1,-27,16,3,7,10,2,9,2,7,-21,0,5,7,14,7,-22,0,0,-20,11,4,-16,0,1,27,7,26,4,2,0,8,5,2,-7,1,11,-9,0,0,0,20,1,4,9,N,N,N,N
ISM Manufacturing PMI,2013.10.01 17:00,5,0,7,13,-2,2,1,-9,11,0,-14,8,10,-6,2,2,8,4,1,26,0,19,5,0,1,5,15,5,5,7,2,42,0,9,1,8,0,-6,12,15,-4,6,1,17,0,U,U,U,U
Senate confidence vote,2013.10.02 00:00,8,-9,18,7,7,0,0,1,3,0,-21,0,0,13,6,3,-9,5,1,-2,19,1,13,1,5,-1,4,1,-1,2,2,3,0,3,0,0,0,0,0,3,2,0,0,-2,3,N,N,N,N
ECB Main Refinancing Operations Rate,2013.10.02 14:45,0,82,7,49,25,33,0,66,43,0,-46,25,15,-65,0,1,201,20,72,32,4,7,-14,55,38,23,13,14,-16,16,6,-31,6,4,-15,14,12,68,14,51,-33,5,13,4,7,2U,U,2U,2U
ECB Press Conference,2013.10.02 15:30,2,-18,8,37,45,0,23,-7,21,6,-35,0,2,13,27,23,85,0,8,-25,10,0,-64,6,0,-25,4,1,-11,4,2,13,30,9,12,3,12,54,2,5,-12,10,5,2,15,U|D,U,U|D,U|D
FOMC Minutes,2013.10.09 21:00,5,4,0,11,50,0,11,-19,1,8,23,0,0,-32,1,0,14,5,6,2,0,0,9,10,8,30,0,11,-12,8,11,13,9,1,1,7,9,4,6,4,-33,12,5,-4,5,N,N,N,N
President Obama speech,2013.10.09 22:00,1,4,3,4,0,2,0,-8,3,1,-2,0,6,2,1,0,-7,2,0,-10,0,2,0,1,1,3,0,0,-13,0,1,2,0,4,4,0,2,0,0,2,0,0,0,-1,2,N,N,N,N
ECB Monthly Report,2013.10.10 11:00,1,0,3,0,0,3,12,31,0,8,-2,9,6,45,0,8,-3,9,0,-10,10,2,-2,6,4,-16,2,0,-9,3,3,-7,8,0,-10,5,0,12,0,1,11,4,0,-24,4,N,N,N,N
Harmonized Index of Consumer Prices,2013.10.11 09:00,6,-8,0,1,0,1,0,13,0,6,23,0,1,-37,0,0,-17,4,1,14,2,5,-2,7,2,10,0,0,-3,0,0,-18,4,6,18,0,0,-5,0,0,-12,1,0,-9,2,N,N,N,N
ZEW Survey – Economic Sentiment,2013.10.15 12:00,2,-2,0,2,-9,2,0,-2,4,3,8,4,8,-5,0,8,0,3,8,24,2,5,6,2,3,-3,3,0,12,0,0,-12,1,4,-41,4,2,-11,3,1,-30,1,0,-15,16,N,N,N,N
Core Harmonized Index of Consumer Prices,2013.10.16 12:00,0,-1,0,8,10,0,7,-13,1,1,0,1,2,10,0,3,9,4,1,-1,0,7,16,0,0,11,1,1,-8,3,1,7,1,1,-2,2,1,-9,5,7,1,11,11,11,0,N,N,N,N
Barack Obama Press Conference,2013.10.17 17:30,0,-13,8,0,-47,0,10,9,4,7,-12,3,3,-12,0,7,-27,1,0,-13,9,3,-14,3,3,-20,4,6,3,2,1,11,3,1,22,0,0,-9,1,4,-1,5,0,19,0,N,N,N,N
Nonfarm Payrolls,2013.10.22 15:30,6,2,3,7,-23,12,3,-8,12,3,14,0,1,20,0,0,32,13,0,27,7,3,-17,3,0,21,0,13,9,13,2,16,1,4,-24,1,6,-8,20,14,-2,3,0,-21,3,N,N,N,N
Durable Goods Orders,2013.10.25 15:30,8,3,1,0,4,2,8,-8,1,13,-8,0,7,15,1,1,7,9,2,9,4,17,-22,1,4,13,2,1,-2,6,6,5,0,20,15,1,5,-5,2,1,-20,0,1,-7,1,N,N,N,N
Retail Sales,2013.10.29 15:30,11,94,0,0,-10,26,6,-38,0,8,5,6,3,-28,0,1,67,0,3,-32,0,4,-8,2,0,3,20,21,48,1,15,53,0,19,31,13,5,-17,14,20,30,10,42,-5,3,U,U,U,U
Consumer Confidence,2013.10.29 17:00,5,-1,2,2,7,3,26,2,6,6,3,11,3,5,12,0,-10,7,7,-6,19,4,-8,5,5,-71,0,2,38,3,2,-39,4,2,20,19,3,-6,10,0,40,0,0,-14,1,D,D,D,D
Unemployment Change,2013.10.30 11:55,2,-1,1,3,-1,7,0,-3,4,3,3,3,3,2,4,3,4,5,3,21,0,0,-6,3,13,-1,1,5,-8,0,9,9,0,5,5,0,0,-5,0,2,-3,3,2,7,2,N,N,N,N
Consumer Price Index,2013.10.30 15:30,0,15,1,0,17,4,11,-14,5,0,24,3,12,-3,0,23,9,6,2,-15,3,1,-2,1,3,-24,4,1,11,5,0,-10,1,0,16,4,9,14,0,7,1,0,0,-8,1,N,N,N,N
Consumer Price Index,2013.10.30 16:00,1,-3,7,0,3,8,5,-2,0,1,-6,4,3,-25,5,1,35,0,4,3,1,0,-18,1,19,-4,4,4,-3,3,4,6,6,0,9,2,0,-9,0,5,-5,1,0,-5,4,N,N,N,N
Fed Interest Rate Decision,2013.10.30 21:00,1,-7,2,0,5,1,3,13,0,0,25,0,3,18,7,7,-12,11,0,2,0,0,1,5,5,6,1,1,20,1,1,13,0,0,7,0,0,-2,0,5,10,0,1,-5,0,N,N,N,N
Core Harmonized Index of Consumer Prices,2013.10.31 13:00,0,-7,10,0,11,20,2,13,1,0,-28,5,6,-3,7,6,11,17,1,11,1,6,1,6,3,29,0,4,-8,4,1,-6,14,2,9,13,16,5,0,8,6,4,1,-2,9,N,N,N,N
ECB Main Refinancing Operations Rate,2013.11.07 15:45,2,9,8,15,13,10,5,39,5,8,-36,0,0,-30,4,9,18,0,0,6,16,18,-2,3,0,-17,1,3,-23,2,25,2,6,1,-19,23,6,0,17,7,-6,12,0,13,2,N,N,N,N
ECB Press Conference,2013.11.07 16:30,2,33,7,5,-11,0,3,33,0,0,7,12,20,7,0,8,25,0,0,-16,4,7,66,0,15,0,19,0,-27,7,0,30,14,10,-13,26,12,-18,5,0,-24,4,5,3,23,U,U,U,U
Nonfarm Payrolls,2013.11.08 16:30,8,8,4,14,-15,0,3,-15,10,11,-31,2,16,-6,2,2,-2,28,12,59,0,0,35,0,14,-5,3,2,-49,3,2,-35,0,19,25,5,3,37,0,3,24,10,16,10,4,U,U,U,U
Harmonized Index of Consumer Prices,2013.11.12 10:00,1,-2,2,18,-2,0,3,9,0,1,-8,7,0,-3,3,0,22,8,3,38,0,0,-31,1,2,8,1,0,2,3,0,-4,7,0,11,0,0,-5,9,7,-9,0,3,8,10,N,N,N,N
Fed's Yellen speech,2013.11.14 00:30,0,11,16,5,-6,5,0,-1,1,8,13,9,0,-10,4,0,-6,0,1,9,2,2,1,0,3,-1,0,2,0,2,0,1,0,0,15,0,6,0,0,0,1,0,0,10,0,N,N,N,N
Former Fed's Chair Bernanke speech,2013.11.14 03:00,12,9,0,5,7,9,5,1,6,4,-6,0,0,-3,2,6,0,0,3,-6,2,0,9,0,2,11,1,0,0,1,1,-1,1,3,17,0,0,5,1,0,-23,0,12,5,6,N,N,N,N
Gross Domestic Product,2013.11.14 10:00,4,0,14,9,-22,9,0,12,4,1,-15,3,4,-10,4,0,-12,1,0,8,3,1,20,0,1,-24,1,9,-3,2,0,-23,2,7,-1,9,14,4,0,1,6,3,2,11,1,N,N,N,N
ECB Monthly Report,2013.11.14 12:00,2,-20,0,1,-8,0,5,-12,1,4,9,0,3,-17,0,0,10,11,0,-2,11,0,21,1,1,6,2,0,3,6,0,-4,2,0,12,0,0,-19,0,0,-20,9,1,15,3,N,N,N,N
Gross Domestic Product s.a.,2013.11.14 13:00,0,-6,19,0,2,6,1,4,5,5,17,2,0,-25,0,3,12,3,1,14,22,13,24,0,0,-23,0,0,-10,1,5,29,0,4,-7,3,0,-8,1,0,7,4,10,-2,4,N,N,N,N
Fed's Yellen speech,2013.11.14 18:00,2,-28,0,1,-8,1,4,0,1,1,-7,1,0,29,0,0,-45,18,4,8,5,1,18,0,2,-2,0,0,-15,4,18,5,1,4,-12,10,15,16,2,3,6,2,2,5,5,N,N,N,N
Core Harmonized Index of Consumer Prices,2013.11.15 13:00,0,-9,0,2,1,2,0,-8,11,13,2,2,1,6,6,4,-7,5,2,-9,2,5,0,2,0,11,3,6,5,0,0,7,1,0,-10,0,6,-6,2,7,5,0,5,8,0,N,N,N,N
ZEW Survey – Economic Sentiment,2013.11.19 13:00,1,-11,1,1,-9,1,6,-2,2,3,11,0,2,-20,11,0,-10,12,1,0,7,11,1,2,0,-18,30,3,0,2,0,-4,2,4,-2,2,4,-13,4,0,21,0,0,15,0,N,N,N,N
Former Fed's Chair Bernanke speech,2013.11.20 03:00,2,-6,0,1,-11,0,0,18,1,1,7,0,1,8,3,0,8,1,2,3,0,0,-4,0,0,-27,0,0,6,3,11,-2,18,11,12,0,2,2,1,9,3,1,10,7,6,N,N,N,N
Consumer Price Index,2013.11.20 16:30,26,26,36,9,23,25,0,-60,14,11,62,20,12,16,7,21,-86,23,20,-66,0,38,-61,10,30,3,21,0,-50,11,8,-69,0,38,-8,22,12,23,7,0,-30,2,10,43,0,3D,D,3D,3D
FOMC Minutes,2013.11.20 22:00,1,11,0,8,10,0,0,1,9,0,11,0,13,-23,2,8,10,0,1,6,2,0,-21,1,0,8,3,0,10,0,3,2,7,0,13,0,23,-1,0,0,12,2,1,-8,0,N,N,N,N
Consumer Confidence,2013.11.26 18:00,7,-7,0,5,-4,1,18,-9,6,4,14,0,8,-3,8,11,-1,11,1,7,1,0,0,10,0,-7,1,8,3,7,1,-4,5,2,7,0,2,3,0,0,14,1,8,-5,0,N,N,N,N
Durable Goods Orders,2013.11.27 16:30,1,11,0,5,-21,0,7,-4,1,1,0,2,2,-31,0,0,19,14,11,-4,5,0,-11,1,0,-15,3,1,-14,40,2,-21,11,0,38,0,2,-17,2,14,25,9,5,18,2,N,N,N,N
Unemployment Change,2013.11.28 11:55,3,3,5,2,10,0,0,2,13,2,-3,7,1,4,0,1,7,0,0,-7,0,1,-11,0,2,-31,2,4,-1,22,1,-8,0,6,-2,16,1,19,0,0,-2,4,7,-4,0,N,N,N,N
Consumer Price Index,2013.11.28 16:00,0,21,0,0,20,0,0,-7,5,0,9,0,0,32,0,12,-5,9,0,-8,6,10,-10,0,2,7,5,5,-1,7,0,-18,0,0,2,9,0,1,4,0,-17,0,4,5,0,N,N,N,N
Core Harmonized Index of Consumer Prices,2013.11.29 13:00,2,-17,2,4,12,0,0,-4,4,2,5,0,8,-11,4,1,21,3,0,3,5,0,21,1,0,-12,3,2,-16,0,18,-5,0,2,10,0,0,1,15,4,8,0,3,8,12,N,N,N,N
Former Fed's Chair Bernanke speech,2013.12.02 16:30,4,45,0,8,-9,5,0,-2,35,0,24,9,8,9,3,0,-42,1,0,54,0,19,-30,0,4,28,0,4,-12,4,0,-23,5,14,11,1,0,-21,6,3,-8,5,1,20,2,N,N,N,N
Gross Domestic Product s.a.,2013.12.04 13:00,0,-12,3,11,0,1,3,0,0,1,-6,0,0,-25,1,7,2,7,2,8,0,0,-14,0,5,-2,0,9,-29,10,2,5,4,0,13,8,9,1,0,10,1,5,3,17,1,N,N,N,N
ECB Main Refinancing Operations Rate,2013.12.05 15:45,5,0,42,12,2,17,10,7,6,23,46,1,5,-13,6,0,14,10,25,6,5,12,-31,0,10,-9,4,0,33,0,0,36,23,0,17,10,19,1,7,0,49,0,10,-4,14,U,U,U,U
ECB Press Conference,2013.12.05 16:30,20,-9,0,0,-12,12,10,-8,2,11,-33,0,20,-3,6,19,-3,3,0,45,1,8,-16,2,2,10,3,1,-21,13,2,2,8,4,50,0,23,-18,1,14,19,0,12,36,10,U,U,U,U
Nonfarm Payrolls,2013.12.06 16:30,4,35,1,17,0,0,6,-5,9,1,-9,8,4,12,6,3,37,1,0,-5,14,4,23,0,9,-23,6,8,7,7,8,-12,1,7,11,1,3,7,6,3,33,4,1,7,29,N,N,N,N
ECB Monthly Report,2013.12.12 12:00,0,8,0,0,1,6,0,-3,0,0,-2,2,2,11,3,0,19,0,7,6,2,0,-32,7,0,14,4,1,22,1,3,1,7,4,-4,3,1,-9,0,1,-7,3,4,-2,1,N,N,N,N
Retail Sales,2013.12.12 16:30,0,-12,15,0,4,11,13,-4,5,9,-29,5,6,16,2,7,5,18,7,-37,2,9,1,19,0,-16,7,5,14,4,3,10,8,1,-34,25,8,11,1,6,-17,0,43,11,0,N,N,N,N
ECB's President Draghi speech,2013.12.16 17:00,1,-10,2,8,-21,0,2,-9,2,21,4,0,0,-64,19,8,7,7,6,1,1,12,8,0,1,17,2,0,-12,7,3,-6,9,0,4,0,6,1,3,2,32,0,9,1,2,N,N,N,N
Core Harmonized Index of Consumer Prices,2013.12.17 13:00,0,20,0,2,-7,0,9,-2,5,0,-24,15,8,-33,6,7,-33,7,5,-43,20,0,24,13,0,-1,16,1,-8,3,3,8,2,1,-11,1,11,-30,4,0,36,0,4,2,2,N,N,N,N
Consumer Price Index,2013.12.17 16:30,1,40,0,1,-26,7,7,-10,5,2,-70,11,14,40,9,0,-2,17,1,-75,3,10,28,0,0,15,3,1,25,7,0,13,17,5,-2,13,0,14,23,0,12,6,0,-16,3,N,N,N,N
FOMC Economic Projections,2013.12.18 22:00,6,-30,26,0,39,25,0,-29,6,0,31,5,23,3,9,3,-66,0,15,8,10,0,33,13,22,16,1,6,-12,17,9,-10,3,9,8,3,10,18,0,3,-16,0,12,-12,0,N,N,N,N
Fed's Monetary Policy Statement and Press Conference,2013.12.18 22:30,0,-7,5,0,-4,15,17,-30,8,1,-5,2,7,-6,1,1,-17,1,1,-19,2,6,11,5,7,24,8,2,11,2,22,-8,0,11,23,6,0,-22,9,4,6,3,11,0,1,N,N,N,N
Gross Domestic Product Annualized,2013.12.20 16:30,9,-5,1,2,8,2,12,9,1,8,-13,5,7,10,0,3,35,7,3,-10,9,12,-3,7,14,22,6,18,40,0,8,6,16,19,55,0,19,57,6,20,-1,13,8,-34,1,2U,U,2U,2U
Former Fed's Chair Bernanke speech,2014.01.03 22:30,0,0,4,0,0,0,2,17,1,3,-3,0,0,-5,0,0,-4,0,0,-2,1,0,-1,2,2,-9,3,1,7,2,2,1,0,0,-5,0,0,6,0,2,-3,0,3,0,7,N,N,N,N
Consumer Price Index,2014.01.06 16:00,8,13,0,0,-18,6,2,-6,3,3,-7,6,0,36,0,7,135,0,23,-38,0,8,21,15,23,70,9,4,-12,31,20,-9,6,7,13,4,1,-16,0,4,28,7,17,-21,0,U,U,U,U
ISM Services PMI,2014.01.06 18:00,9,-2,0,0,11,1,2,6,6,1,-10,8,4,-14,0,0,25,0,0,-17,0,3,-12,11,0,-7,5,2,14,0,4,21,2,4,3,2,1,-5,1,6,-5,5,3,-11,5,N,N,N,N
Fed Chairman Nomination Vote,2014.01.07 01:30,1,-6,4,0,-7,0,3,-5,3,0,-2,0,0,-4,0,13,-2,5,2,-15,0,2,0,0,1,-1,8,2,-9,4,2,1,2,0,-1,2,0,-14,7,1,-16,1,0,5,12,N,N,N,N
Unemployment Change,2014.01.07 11:55,12,16,1,0,-8,7,0,13,0,0,2,8,11,-2,6,5,3,2,17,-11,0,0,-18,3,7,-8,0,0,0,14,6,-4,2,5,4,4,10,6,2,0,35,0,2,15,2,N,N,N,N
Harmonized Index of Consumer Prices,2014.01.07 13:00,5,24,0,2,-6,0,9,-1,4,2,-19,1,4,4,1,17,52,0,5,-2,10,15,-1,9,11,6,0,10,-6,9,3,3,1,0,-7,0,2,1,0,0,-3,12,3,4,0,N,N,N,N
FOMC Minutes,2014.01.08 22:00,0,-1,6,9,1,1,2,18,0,10,12,0,9,-14,9,0,-5,6,0,-1,3,1,6,0,4,-10,0,0,-6,2,0,-4,4,1,1,0,0,0,3,2,3,0,0,11,0,N,N,N,N
ECB Main Refinancing Operations Rate,2014.01.09 15:45,9,-6,5,1,10,4,5,28,2,1,-4,10,6,7,10,7,18,0,2,7,6,6,-34,10,3,30,6,17,-38,0,13,-3,1,0,-53,0,7,-20,3,1,37,0,7,-16,2,N,N,N,N
ECB Press Conference,2014.01.09 16:30,9,3,6,4,-18,0,2,7,5,0,-10,1,6,4,9,0,45,0,23,-22,2,0,34,1,6,1,17,4,-19,0,3,-6,3,2,44,2,0,-35,2,1,-4,15,4,8,8,N,N,N,N
Gross Domestic Product s.a.,2014.01.10 13:00,6,9,0,3,9,0,6,4,1,0,-15,4,2,-2,8,1,12,0,13,-14,0,0,10,0,0,11,0,0,-5,4,4,-1,2,1,-1,3,0,-10,5,0,7,15,1,-3,2,N,N,N,N
Nonfarm Payrolls,2014.01.10 16:30,0,112,0,6,-68,0,17,3,2,1,-40,7,6,-30,0,26,41,0,0,-20,16,3,33,2,0,-19,15,17,3,10,17,22,1,18,-20,1,15,0,11,21,-5,0,1,-8,12,N,N,N,N
Retail Sales,2014.01.14 16:30,11,29,0,7,5,12,2,-13,5,8,8,0,0,-6,9,5,3,0,2,7,5,2,10,0,0,18,0,5,-20,1,8,14,8,15,23,1,1,-15,1,5,4,9,7,-1,8,N,N,N,N
Harmonized Index of Consumer Prices,2014.01.16 10:00,0,-19,0,1,-1,3,0,16,1,2,4,2,12,3,3,4,2,4,3,7,0,0,20,0,0,-7,0,5,2,5,0,-22,2,3,-2,5,1,-5,2,2,1,5,3,29,1,N,N,N,N
ECB Monthly Report,2014.01.16 12:00,5,-5,0,5,-10,3,0,-13,9,2,-4,0,2,7,7,10,11,11,2,7,1,1,-18,13,1,12,1,12,23,0,20,2,6,0,-24,2,2,-7,4,0,12,15,0,-15,1,N,N,N,N
Core Harmonized Index of Consumer Prices,2014.01.16 13:00,6,0,1,21,5,2,0,-20,0,6,14,1,9,9,1,12,-7,4,0,7,1,3,-11,9,9,-9,0,0,19,0,0,-8,0,4,-4,4,6,0,2,7,-10,1,0,-9,8,N,N,N,N
Consumer Price Index,2014.01.16 16:30,1,-59,1,11,20,5,0,22,5,0,-7,11,8,4,20,2,-15,7,5,-8,13,16,-5,6,3,25,0,1,5,13,0,-62,8,11,9,4,8,4,3,2,2,15,18,-10,3,N,N,N,N
Former Fed's Chair Bernanke speech,2014.01.16 19:10,1,0,0,0,-2,10,0,5,1,0,1,2,0,15,0,2,8,1,2,9,2,7,-2,2,4,12,5,0,-13,10,3,1,7,3,-6,4,0,11,2,1,8,2,0,-4,7,N,N,N,N
ZEW Survey – Economic Sentiment,2014.01.21 13:00,1,-6,9,1,-6,3,0,0,8,8,0,1,14,-82,0,9,53,0,2,-28,29,6,7,38,4,14,8,18,-25,0,2,12,1,14,1,10,11,-5,27,1,20,0,1,11,0,N,N,N,N
ECB's President Draghi speech,2014.01.24 20:00,3,6,0,3,-5,2,0,8,0,2,-3,5,2,2,1,7,10,2,7,9,2,2,-11,3,15,-1,3,12,-7,6,0,-10,17,8,2,0,0,-8,13,3,4,1,0,11,10,N,N,N,N
Durable Goods Orders,2014.01.28 16:30,1,22,1,0,29,8,3,13,2,12,0,5,2,-7,5,2,-2,8,4,-37,11,7,-1,19,0,9,8,1,-6,1,10,4,2,1,-3,3,1,-5,2,0,8,9,2,-6,14,N,N,N,N
Fed Interest Rate Decision,2014.01.29 22:00,1,13,0,0,30,0,2,1,3,0,4,4,4,25,0,7,-40,0,0,31,1,0,6,1,2,-4,4,1,10,1,0,-3,1,0,-8,2,0,-7,12,4,7,6,9,7,3,N,N,N,N
Unemployment Change,2014.01.30 11:55,0,-4,13,6,-1,5,2,13,0,13,30,1,9,13,2,4,6,3,6,16,0,3,5,2,4,-2,4,11,1,4,2,-28,10,0,-17,0,5,19,9,6,1,7,9,3,9,N,N,N,N
Consumer Price Index,2014.01.30 16:00,0,-29,11,8,1,5,0,1,10,11,10,0,13,42,0,40,41,0,13,45,10,26,14,7,8,-30,0,1,-30,9,0,-31,12,1,32,0,2,16,5,0,15,9,4,11,1,U|D,U,U|D,U|D
Core Personal Consumption Expenditures,2014.01.30 16:30,2,-30,0,7,26,4,5,-6,6,10,-7,3,7,5,12,7,2,15,9,-5,0,5,17,3,7,-4,0,0,-13,4,1,15,3,3,3,8,15,-35,0,9,-11,4,9,-6,2,N,N,N,N
Core Harmonized Index of Consumer Prices,2014.01.31 13:00,1,-22,15,5,-10,6,11,-22,2,8,28,8,10,-3,3,3,35,0,9,-10,9,0,-27,2,9,5,10,5,-5,0,9,15,0,3,-29,1,7,-35,16,0,28,0,6,-15,6,N,N,N,N
ECB Main Refinancing Operations Rate,2014.02.06 15:45,2,-8,26,10,21,0,8,-2,9,0,-29,0,10,12,0,11,4,1,17,5,2,8,-5,1,14,-3,2,5,30,1,14,5,1,5,10,4,16,17,2,0,-14,12,5,-10,6,N,N,N,N
ECB Press Conference,2014.02.06 16:30,1,7,2,8,1,1,13,-2,5,13,9,0,0,-6,1,3,0,10,0,13,6,6,-4,0,0,-2,6,0,-19,8,6,-4,2,7,3,1,0,-19,3,3,9,2,3,6,11,N,N,N,N
Nonfarm Payrolls,2014.02.07 16:30,19,0,2,11,1,6,6,19,0,12,-42,11,4,3,12,8,-19,5,3,33,0,12,24,15,1,-8,4,1,38,2,12,36,0,14,4,1,11,-5,5,8,-26,0,0,-20,2,U,U,U,U
Fed's Chair Yellen speech,2014.02.11 18:00,10,7,6,5,0,4,6,1,2,0,-1,22,12,-2,3,4,16,3,6,-5,5,0,-13,5,12,-2,0,5,3,5,0,-19,0,1,9,2,4,14,6,16,-6,0,4,-14,4,N,N,N,N
ECB's President Draghi speech,2014.02.12 18:30,0,19,0,0,4,0,5,-2,2,3,9,0,5,1,6,0,21,0,5,-2,0,2,4,0,3,-11,0,0,-17,2,3,4,5,0,20,0,9,-7,0,0,20,1,0,-1,8,N,N,N,N
Harmonized Index of Consumer Prices,2014.02.13 10:00,0,8,5,1,-7,1,0,4,2,0,-16,0,12,2,0,0,-54,19,10,11,0,4,0,7,0,9,0,0,13,7,1,1,20,0,-10,1,0,-1,0,1,1,6,11,-9,0,N,N,N,N
